id,name,breed_group,life_span,temperament,origin,bred_for,weight_metric,height_metric,reference_image_id,image_url
162,Maltipoo,Mixed,10-15,"Affectionate, friendly, intelligent, playful, gentle",United States,,2-9,20-36,,https://cdn4.thedogapi.com/optimized/cb5ROjCCNf.jpg
660,Maltshi,Mixed,10-16,"Affectionate, playful, friendly, gentle, outgoing, intelligent",United States,,2.7-6.8,20-28,,https://cdn2.thedogapi.com/images/satHCV8Ft.jpg
163,Manchester Terrier,Terrier,,"Alert, intelligent, loyal, energetic, spirited, independent","Manchester, England",,5-10,38-41,,https://cdn2.thedogapi.com/images/Aoj2M3iqH.jpg
530,Maneto,Spitz and Primitive Types,12-14,"Intelligent, energetic, alert, loyal, affectionate, devoted, independent","Andalusia, Spain",,8-11.5,Male: 29-33; Female: 28-32,,https://cdn4.thedogapi.com/optimized/M5cp3u9VBx.jpg
532,Maremma Sheepdog,Working,11-13,"Protective, independent, loyal, alert, calm",Italy (Maremma and Abruzzo regions),,Male: 35-45; Female: 30-40,Male: 65-73; Female: 61-68,,https://cdn4.thedogapi.com/optimized/WSxoPB2xcZ.jpg
531,Markiesje,Companion,12-15,"Friendly, intelligent, calm, alert, affectionate, energetic",Netherlands,,6-8,Male: 35-40; Female: 34-39,,https://cdn2.thedogapi.com/images/9NJbNWAW9.jpg
668,Mastidoodle,Mixed,8-12,"Gentle, intelligent, loyal, protective, calm",United States,,Male: 54-91; Female: 45-73,Male: 66-81; Female: 61-76,,https://cdn4.thedogapi.com/optimized/w1x9MMmJmL.jpg
282,McNab,Herding,,"Intelligent, energetic, loyal, alert, work-focused","California, United States",,Male: 16-29; Female: 14-27,Male: 46-64; Female: 41-58,,https://cdn2.thedogapi.com/images/8vgnFmYG8.jpg
165,Miniature American Shepherd,Herding,12-13,"Intelligent, energetic, devoted, loyal, eager to please, work-focused",United States,,9-18,Male: 36-46; Female: 33-43,,https://cdn4.thedogapi.com/optimized/G7Ja3j7xAo.jpg
166,Miniature Bull Terrier,Terrier,11-13,"Playful, energetic, courageous, loyal, mischievous, outgoing",England,,8-13,25-36,,https://cdn4.thedogapi.com/optimized/byIyyFpQpl.jpg
533,Miniature Fox Terrier,Terrier,12-18,"Alert, energetic, intelligent, confident, loyal",Australia,,3-5.5,24-31,,https://cdn4.thedogapi.com/optimized/0nRTu0HmWf.jpg
167,Miniature Pinscher,Toy,12-16,"Energetic, alert, confident, intelligent, courageous, fearless",Germany,,3.5-4.5,25-32,,https://cdn2.thedogapi.com/images/uEPB98jBS.jpg
168,Miniature Schnauzer,Terrier,12-15,"Friendly, intelligent, alert, outgoing, energetic",Germany,,5-9,Male: 30-36; Female: 28-36,,https://cdn4.thedogapi.com/optimized/ZrUZGKHJZq.jpg
534,Mojee,Mixed,12-15,"Affectionate, playful, intelligent, gentle",unknown,,3-5,20-28,,https://cdn2.thedogapi.com/images/BJUum6T4X.gif
535,Molossus of Epirus,Working,10-12,"Protective, loyal, independent, calm, courageous, confident","Epirus, Greece",,Male: 45-68; Female: 40-59,Male: 66-75; Female: 64-71,,https://cdn4.thedogapi.com/optimized/QZZXQl1UXs.jpg
536,Mongrel,Mixed,10-16,Variable depending on ancestry and individual traits,Worldwide,,unknown,unknown,,https://cdn4.thedogapi.com/optimized/ozM2Ca6Plu.jpg
537,Montenegrin Mountain Hound,Hound,11-14,"Alert, loyal, energetic, docile, intelligent, devoted",Montenegro,,Male: 20-25; Female: 18-23,Male: 46-56; Female: 43-53,,https://cdn4.thedogapi.com/optimized/nsVY06PMY4.jpg
655,Morkie,Mixed,10-15,"Affectionate, playful, alert, energetic, intelligent",United States,,1.8-4,15-23,,https://cdn2.thedogapi.com/images/Z9Lf_Zihc.jpg
538,Moscow Watchdog,Working,9-11,"Protective, confident, loyal, alert, intelligent, independent",Russia,,Male: 50-68; Female: 45-60,Male: 66-71; Female: 64-69,,https://cdn2.thedogapi.com/images/HJRBbe94Q_1280.jpg
539,Mountain Cur,Foundation Stock Service,12-16,"Courageous, intelligent, loyal, energetic, protective",Southern United States (Appalachian and Ozark Mountains),,14-27,Male: 46-66; Female: 41-61,,https://cdn2.thedogapi.com/images/pk1AAdloG.jpg
540,Mountain Feist,Hound,10-15,"Energetic, alert, intelligent, courageous, loyal",Southern United States (Appalachian and Ozark Mountains),,5-14,30-46,,https://cdn4.thedogapi.com/optimized/DDSgwisd93.jpg
541,Mudhol Hound,Hound,10-15,"Loyal, independent, intelligent, alert, courageous","Mudhol, Karnataka, India",,Male: 22-28; Female: 18-26,Male: 68-72; Female: 61-68,,https://cdn4.thedogapi.com/optimized/fM3yF6cLB1.jpg
169,Mudi,Herding,12-14,"Energetic, intelligent, alert, loyal, adaptable, work-focused",Hungary,,8-13,Male: 41-47; Female: 38-44,,https://cdn4.thedogapi.com/optimized/N3IWCOJ70f.jpg
170,Neapolitan Mastiff,Working,7-9,"Protective, loyal, calm, confident, affectionate",Italy,,Male: 60-91; Female: 50-68,Male: 66-79; Female: 61-74,,https://cdn4.thedogapi.com/optimized/5S1dB0WPX1.jpg
542,Nenets Herding Laika,Herding,12-14,"Intelligent, energetic, work-focused, independent, alert, loyal, hardy","Yamal Peninsula, Siberia, Russia",,Male: 18-25; Female: 16-23,Male: 44-52; Female: 41-48,,https://cdn4.thedogapi.com/optimized/HhcmXDVqR2.jpg
171,Newfoundland,Working,9-10,"Gentle, loyal, devoted, calm, intelligent","Newfoundland, Canada",,Male: 59-68; Female: 45-54,Male: 71-76; Female: 66-71,,https://cdn4.thedogapi.com/optimized/nCSJwt06L4.jpg
651,Newfypoo,Mixed,8-12,"Gentle, intelligent, loyal, friendly, affectionate, calm",United States,,Male: 32-68; Female: 29-54,Male: 56-71; Female: 56-66,,https://cdn2.thedogapi.com/images/sqQJDtbpY.jpg
543,New Guinea Singing Dog,Primitive,,"Independent, alert, intelligent, energetic, cautious",New Guinea,,Male: 9-14; Female: 8-11,Male: 36-46; Female: 33-41,,https://cdn2.thedogapi.com/images/bJqrD40we.jpg
544,New Zealand Heading Dog,Herding,12-16,"Intelligent, energetic, work-focused, loyal, alert",New Zealand,,Male: 16-25; Female: 14-25,Male: 46-56; Female: 43-53,,https://cdn4.thedogapi.com/optimized/xauA8by62m.jpg
172,Norfolk Terrier,Terrier,12-16,"Alert, courageous, affectionate, energetic, playful","Norfolk, England",,5-5.5,23-25,,https://cdn4.thedogapi.com/optimized/V00AJp0qQj.jpg
545,Norrbottenspets,Hound,12-16,"Alert, energetic, intelligent, courageous, confident, independent","Norrbotten, Sweden",,Male: 9-14; Female: 8-14,Male: 42-46; Female: 40-44,,https://cdn2.thedogapi.com/images/r1I4hl5Em_1280.jpg
546,Northern Inuit Dog,Mixed,12-15,"Friendly, intelligent, loyal, independent, gentle, alert",United Kingdom,,Male: 36-50; Female: 25-38,Male: 58-76; Female: 58-71,,https://cdn4.thedogapi.com/optimized/qcLUT5zYbV.jpg
173,Norwegian Buhund,Herding,12-15,"Intelligent, energetic, friendly, confident, alert, loyal, playful",Norway,,Male: 14-18; Female: 12-16,Male: 43-47; Female: 41-45,,https://cdn2.thedogapi.com/images/HUp3BZLeW.jpg
174,Norwegian Elkhound,Hound,12-15,"Friendly, confident, energetic, loyal, independent",Norway,,Male: 22-27; Female: 20-25,Male: 50-53; Female: 48-51,,https://cdn2.thedogapi.com/images/BbMFS3bU-.jpg
175,Norwegian Lundehund,Non-Sporting,12-15,"Alert, energetic, loyal, intelligent",Norway,,9-14,Male: 33-38; Female: 30-36,,https://cdn4.thedogapi.com/optimized/oxYjbyiuEt.jpg
176,Norwich Terrier,Terrier,12-15,"Alert, energetic, affectionate, courageous, outgoing","East Anglia, England",,5-5.5,23-25,,https://cdn4.thedogapi.com/optimized/l1E2hauSC1.jpg
177,Nova Scotia Duck Tolling Retriever,Sporting,12-14,"Intelligent, energetic, playful, outgoing, alert, affectionate","Nova Scotia, Canada",,16-23,Male: 46-53; Female: 43-51,,https://cdn2.thedogapi.com/images/H1LsFdnrm_1280.jpg
547,Nureongi,Landrace,12-15,"Intelligent, alert, loyal, independent",Korea,,16-25,Male: 46-56; Female: 43-56,,https://cdn4.thedogapi.com/optimized/eEr2arSRx8.jpg
548,Old Danish Pointer,Sporting,12-14,"Calm, gentle, intelligent, loyal, confident, courageous",Denmark,,Male: 30-36; Female: 26-35,Male: 56-62; Female: 54-60,,https://cdn4.thedogapi.com/optimized/i3VwMxfPgP.jpg
179,Olde English Bulldogge,Foundation Stock Service,9-14,"Confident, courageous, alert, friendly, loyal",United States,,Male: 27-36; Female: 23-32,Male: 43-51; Female: 41-48,,https://cdn4.thedogapi.com/optimized/vPr3NPnl3X.jpg
178,Old English Sheepdog,Herding,10-12,"Intelligent, gentle, playful, adaptable, affectionate",England,,Male: 32-45; Female: 27-39,Male: 56-61; Female: 53-56,,https://cdn4.thedogapi.com/optimized/dUKjBkp0yp.jpg
180,Otterhound,Hound,10-13,"Friendly, gentle, independent, energetic, amiable",England,,Male: 43-54; Female: 34-45,Male: 66-74; Female: 58-69,,https://cdn2.thedogapi.com/images/33mJ-V3RX.jpg
549,Pachón Navarro,Sporting,12-14,"Intelligent, loyal, calm, work-focused, docile, alert, affectionate","Navarre, Spain",,Male: 25-33; Female: 20-27,Male: 55-64; Female: 52-60,,https://cdn2.thedogapi.com/images/YmGPWuI_w.jpg
550,Pampas Deerhound,Hound,12-14,"Loyal, intelligent, energetic, courageous, devoted","Argentina, Uruguay, Brazil (Pampas region)",,Male: 32-41; Female: 27-36,Male: 66-76; Female: 61-71,,https://cdn2.thedogapi.com/images/8X9vWcGdt.jpg
181,Papillon,Toy,,"Friendly, intelligent, alert, energetic, happy",France and Belgium,,2-4.5,20-28,,https://cdn4.thedogapi.com/optimized/Q3DE5jQ8fR.jpg
662,Papipoo,Mixed,12-16,"Intelligent, alert, playful, affectionate, friendly",United States,,2-6,20-28,,https://cdn4.thedogapi.com/optimized/iswms8JN77.jpg
285,Parson Russell Terrier,Terrier,12-16,"Alert, confident, energetic, intelligent, athletic, courageous",England,,6-8,Male: 33-38; Female: 33-36,,https://cdn4.thedogapi.com/optimized/dtXjNGJiGQ.jpg
552,Pastore della Lessinia e del Lagorai,Herding,12-15,"Intelligent, energetic, loyal, alert, work-focused","Lessinia and Lagorai regions, Triveneto, Northern Italy",,Male: 23-33; Female: 19-29,Male: 48-58; Female: 46-54,,https://cdn2.thedogapi.com/images/hi_qSe2ml.jpg
551,Pastor Garafiano,Herding,12-14,"Docile, intelligent, loyal, alert, work-focused","La Palma, Canary Islands, Spain",,Male: 25-35; Female: 22-30,Male: 56-64; Female: 53-59,,https://cdn2.thedogapi.com/images/8jjWfmjNt.jpg
553,Patagonian Sheepdog,Herding,12-15,"Intelligent, loyal, work-focused, protective, energetic, independent",Patagonia (Chile/Argentina),,Male: 22-30; Female: 21-29,Male: 52-58; Female: 48-54,,https://cdn4.thedogapi.com/optimized/l37OfsUxz7.jpg
283,Patterdale Terrier,Terrier,10-13,"Energetic, courageous, confident, independent, alert, work-focused",England (Lake District),,5-6,25-38,,https://cdn2.thedogapi.com/images/pC7MjGeaT.jpg
663,Peekapoo,Mixed,10-15,"Affectionate, intelligent, alert, playful",United States,,4-8,20-30,,https://cdn2.thedogapi.com/images/k0WvkHMmP.jpg
182,Pekeapoo,Mixed,12-15,"Affectionate, intelligent, alert, playful, loyal",United States,,4-9,20-28,,https://cdn2.thedogapi.com/images/SLDsIjTd-.jpg
183,Pekingese,Toy,12-14,"Loyal, independent, confident, courageous, affectionate, alert",China,,3.2-6.4,15-23,,https://cdn2.thedogapi.com/images/1-7cgoZSh.jpg
184,Pembroke Welsh Corgi,Herding,12-13,"Intelligent, affectionate, alert, outgoing, playful","Pembrokeshire, Wales",,Male: 12-14; Female: 11-13,25-30,,https://cdn2.thedogapi.com/images/CLRVGYoXA.jpg
554,Perdigueiro Galego,Sporting,12-14,"Intelligent, loyal, docile, energetic, alert","Galicia, Spain",,Male: 20-30; Female: 18-25,Male: 52-60; Female: 50-55,,https://cdn4.thedogapi.com/optimized/HhcmXDVqR2.jpg
555,Perro Majorero,Working,11-14,"Loyal, protective, intelligent, alert, confident, calm, courageous","Fuerteventura, Canary Islands, Spain",,Male: 30-40; Female: 25-35,Male: 56-63; Female: 53-61,,https://cdn4.thedogapi.com/optimized/hCcdtR8rVg.jpg
186,Peruvian Inca Orchid,Non-Sporting,12-14,"Loyal, affectionate, alert, intelligent, agile",Peru,,8-25,41-65,,https://cdn2.thedogapi.com/images/BkKZWlcVX_1280.jpg
187,Petit Basset Griffon Vendéen,Hound,12-16,"Happy, outgoing, independent, alert, confident, energetic","Vendée, France",,11-18,33-38,,https://cdn4.thedogapi.com/optimized/8O1bq4tm5J.jpg
556,Petit Bleu de Gascogne,Hound,10-13,"Gentle, calm, intelligent, loyal, affectionate, alert","Gascony, France",,Male: 18-25; Female: 16-22,Male: 50-58; Female: 50-56,,https://cdn2.thedogapi.com/images/ihTQ9wvul.jpg
557,Phalène,Toy,,"Friendly, intelligent, alert, gentle, playful, happy","France, Belgium",,2.3-4.5,20-28,,https://cdn2.thedogapi.com/images/bEQBV6y9Q.jpg
188,Pharaoh Hound,Hound,12-14,"Intelligent, friendly, playful, alert, affectionate",Malta,,20-25,Male: 58-64; Female: 53-61,,https://cdn4.thedogapi.com/optimized/L3ylGHMSmW.jpg
558,Philippine Forest Dog,Unknown,12-14,"Alert, intelligent, independent, agile",Philippines,,Male: 11-16; Female: 9-14,Male: 38-46; Female: 36-43,,https://cdn2.thedogapi.com/images/MCQEc8Oc-.jpg
559,Phu Quoc Ridgeback,Primitive,12-15,"Intelligent, loyal, alert, independent, courageous","Phu Quoc Island, Vietnam",,Male: 16-23; Female: 15-20,Male: 48-56; Female: 46-53,,https://cdn2.thedogapi.com/images/SkNjqx9NQ_1280.jpg
560,Picardy Spaniel,Sporting,12-14,"Gentle, calm, intelligent, docile, devoted, adaptable","Picardy, France",,20-25,56-61,,https://cdn2.thedogapi.com/images/mVTsbAG4B.png
696,Pitsky,Mixed,12-15,"Energetic, loyal, intelligent, confident, playful",United States,,Male: 16-32; Female: 14-27,Male: 48-61; Female: 46-56,,https://cdn2.thedogapi.com/images/RX0knn4z4.jpg
189,Plott Hound,Hound,12-14,"Loyal, alert, courageous, intelligent, devoted","North Carolina, United States",,Male: 23-27; Female: 18-25,Male: 51-64; Female: 51-58,,https://cdn4.thedogapi.com/optimized/Uz9mTebSzn.jpg
561,Plummer Terrier,Terrier,12-15,"Intelligent, courageous, energetic, alert, work-focused",United Kingdom,,Male: 5-8; Female: 4-7,Male: 28-36; Female: 25-33,,https://cdn4.thedogapi.com/optimized/mcyRKMW9rs.jpg
562,Podenco Andaluz,Hound,10-15,"Independent, alert, energetic, intelligent, loyal","Andalusia, Spain",,Male: 7.5-32.5; Female: 7.5-30,Male: 35-65; Female: 32-62,,https://cdn4.thedogapi.com/optimized/XIhHA9yzvL.jpg
563,Podenco Canario,Hound,12-14,"Energetic, intelligent, alert, independent, courageous, loyal","Canary Islands, Spain",,Male: 20-25; Female: 17-22,Male: 55-64; Female: 53-60,,https://cdn2.thedogapi.com/images/4WiUpv_4W.jpg
564,Podenco Valenciano,Hound,12-14,"Alert, energetic, independent, intelligent, loyal, athletic","Valencia, Spain",,Male: 18-24; Female: 16-23,Male: 51-61; Female: 48-57,,https://cdn2.thedogapi.com/images/rJFJVxc4m_1280.jpg
190,Pointer,Sporting,12-17,"Intelligent, loyal, energetic, affectionate, even-tempered, adaptable",England,,Male: 25-34; Female: 20-30,Male: 64-71; Female: 58-66,,https://cdn2.thedogapi.com/images/Sk7Qbg9E7_1280.jpg
565,Poitevin,Hound,10-13,"Intelligent, courageous, independent, gentle, devoted","Poitou region, France",,Male: 30-35; Female: 25-30,Male: 62-72; Female: 60-70,,https://cdn2.thedogapi.com/images/HkXWNl9E7_1280.jpg
566,Polish Hound,Hound,10-14,"Loyal, calm, intelligent, alert, gentle",Poland,,Male: 25-32; Female: 20-27,Male: 56-66; Female: 51-61,,https://cdn2.thedogapi.com/images/2v2nAUTLB.jpg
191,Polish Lowland Sheepdog,Herding,12-14,"Intelligent, confident, alert, loyal, energetic",Poland,,14-23,Male: 46-51; Female: 43-48,,https://cdn4.thedogapi.com/optimized/zHMHibdcLN.jpg
192,Pomapoo,Mixed,12-16,"Intelligent, affectionate, playful, alert, adaptable",United States,,2-7,20-25,,https://cdn4.thedogapi.com/optimized/6e6yvJCt1V.jpg
193,Pomeranian,Toy,12-16,"Alert, intelligent, playful, confident, outgoing",Pomerania region (now parts of Germany and Poland),,1.4-3.2,15-18,,https://cdn2.thedogapi.com/images/MgMspgiei.jpg
194,Pomsky,Mixed,12-15,"Playful, intelligent, energetic, alert, affectionate, loyal",United States,,7-14,25-38,,https://cdn2.thedogapi.com/images/t7FefmYNk.jpg
567,Pont-Audemer Spaniel,Sporting,12-14,"Affectionate, intelligent, gentle, athletic, devoted, playful, loyal","Pont-Audemer, Normandy, France",,Male: 20-25; Female: 18-22,Male: 52-58; Female: 50-55,,https://cdn4.thedogapi.com/optimized/rwf9rF0e9Z.jpg
665,Poochon,Mixed,12-15,"Friendly, intelligent, playful, affectionate, outgoing, adaptable",United States,,3-8,23-38,,https://cdn4.thedogapi.com/optimized/nS5aCK4L2I.jpg
195,Poodle,Non-Sporting,10-18,"Intelligent, athletic, alert, confident, loyal, eager to please","Germany, France",,Male: 20-32; Female: 18-27,45-61,,https://cdn4.thedogapi.com/optimized/l74W8L2h5e.jpg
196,Poodle (Miniature),Non-Sporting,12-16,"Intelligent, alert, playful, confident, eager to please",Germany,,4.5-6.8,25-38,,https://cdn2.thedogapi.com/images/sqQJDtbpY.jpg
197,Poodle (Toy),Toy,10-18,"Intelligent, alert, confident, playful, affectionate, loyal, outgoing",Germany,,1.8-2.7,20-25,,https://cdn4.thedogapi.com/optimized/nMhxLqzAph.jpg
568,Porcelaine,Hound,12-13,"Gentle, intelligent, energetic, friendly, work-focused",France,,25-28,Male: 55-58; Female: 53-56,,https://cdn2.thedogapi.com/images/bfTfztTZt.jpg
198,Portuguese Podengo,Hound,12-15,"Alert, intelligent, energetic, loyal, independent",Portugal,,16-20,40-55,,https://cdn2.thedogapi.com/images/lcsQYiWMN.jpg
569,Portuguese Pointer,Sporting,12-14,"Affectionate, loyal, intelligent, devoted, energetic, alert",Portugal,,Male: 20-27; Female: 16-22,Male: 52-56; Female: 48-54,,https://cdn2.thedogapi.com/images/duYK7C91Q.jpg
570,Portuguese Sheepdog,Herding,12-14,"Intelligent, loyal, energetic, alert, devoted","Serra de Aires, Portugal",,Male: 17-27; Female: 16-25,Male: 43-55; Female: 41-52,,https://cdn2.thedogapi.com/images/8X9vWcGdt.jpg
199,Portuguese Water Dog,Working,11-13,"Intelligent, loyal, energetic, athletic, eager to please",Portugal,,Male: 19-27; Female: 16-23,Male: 51-58; Female: 43-53,,https://cdn4.thedogapi.com/optimized/dVCYZjuRS5.jpg
571,Posavac Hound,Hound,12-14,"Calm, devoted, energetic, intelligent, independent","Sava River Valley, Croatia",,16-25,46-58,,https://cdn2.thedogapi.com/images/6euYVVE_u.jpg
572,Pražský Krysařík,Toy,12-14,"Alert, intelligent, loyal, affectionate, lively, playful, confident",Czech Republic,,1-3,Male: 20-24; Female: 20-23,,https://cdn2.thedogapi.com/images/G2foZqvJO.jpg
185,Presa Canario,Working,9-11,"Confident, calm, protective, intelligent, loyal, courageous","Canary Islands, Spain",,Male: 50-59; Female: 39-50,Male: 58-66; Female: 56-64,,https://cdn4.thedogapi.com/optimized/H41ubgiUtm.jpg
573,Pudelpointer,Sporting,11-14,"Intelligent, loyal, eager to please, work-focused, energetic, playful",Germany,,Male: 25-32; Female: 20-29,Male: 56-69; Female: 53-64,,https://cdn2.thedogapi.com/images/K9nzmg0TL.jpg
201,Pug,Toy,,"Affectionate, playful, friendly, charming, adaptable",China,,6-8,25-33,,https://cdn2.thedogapi.com/images/kOMy84GQE.jpg
202,Pugapoo,Mixed,12-15,"Affectionate, playful, intelligent, outgoing, adaptable",United States,,6-14,25-38,,https://cdn4.thedogapi.com/optimized/Lkbg05afOk.jpg
203,Puggle,Mixed,10-15,"Friendly, playful, affectionate, outgoing, energetic, intelligent",United States,,6-14,25-38,,https://cdn2.thedogapi.com/images/tChrH8dDJ.jpg
204,Puli,Herding,10-16,"Intelligent, energetic, loyal, alert, devoted, playful",Hungary,,Male: 13.5-16; Female: 11-14,Male: 40-44; Female: 37-41,,https://cdn2.thedogapi.com/images/V8hgHJeCp.jpg
205,Pumi,Herding,12-13,"Intelligent, energetic, alert, playful, loyal, confident",Hungary,,10-13,Male: 41-47; Female: 38-44,,https://cdn2.thedogapi.com/images/zEQtlI8h1.jpg
574,Pungsan,Northern,12-15,"Loyal, courageous, intelligent, alert, independent","Pungsan County, North Korea (Kaema Plateau region)",,Male: 25-36; Female: 20-30,Male: 55-62; Female: 51-57,,https://cdn4.thedogapi.com/optimized/PVS4tzdaAS.jpg
653,Pyredoodle,Mixed,10-13,"Intelligent, loyal, gentle, protective, calm, affectionate",United States,,Male: 39-54; Female: 34-48,Male: 64-81; Female: 56-74,,https://cdn2.thedogapi.com/images/HJMzEl5N7_1280.jpg
575,Pyrenean Mastiff,Working,8-13,"Calm, gentle, courageous, protective, intelligent, loyal","Aragonese Pyrenees, Spain",,Male: 64-100; Female: 55-81,Male: 77-81; Female: 72-75,,https://cdn2.thedogapi.com/images/K9nzmg0TL.jpg
125,Pyrenean Mountain Dog,Working,10-12,"Gentle, confident, protective, independent, calm, loyal","Pyrenees Mountains, France",,Male: 45-73; Female: 39-52,Male: 69-81; Female: 63-74,,https://cdn2.thedogapi.com/images/14MaKTcUX.jpg
206,Pyrenean Sheepdog,Herding,,"Energetic, intelligent, alert, courageous, playful, devoted, work-focused",France (Pyrenees Mountains),,Male: 7-15; Female: 7-13,Male: 39-47; Female: 38-46,,https://cdn4.thedogapi.com/optimized/MY32nvFaii.jpg
576,Rafeiro do Alentejo,Working,12-14,"Calm, confident, protective, loyal, independent, alert","Alentejo region, Portugal",,Male: 45-60; Female: 40-50,Male: 66-74; Female: 64-70,,https://cdn4.thedogapi.com/optimized/lzq3JY4LXN.jpg
577,Rajapalayam,Hound,9-12,"Loyal, protective, independent, alert, courageous, intelligent","Rajapalayam, Tamil Nadu, India",,Male: 30-35; Female: 25-30,Male: 65-75; Female: 58-68,,https://cdn4.thedogapi.com/optimized/HjEiNecppQ.jpg
578,Rampur Greyhound,Hound,10-14,"Loyal, intelligent, independent, courageous, protective","Rampur, Uttar Pradesh, India",,Male: 27-34; Female: 23-32,Male: 61-76; Female: 56-71,,https://cdn4.thedogapi.com/optimized/EuGN1ApfYP.jpg
579,Rastreador Brasileiro,Hound,10-12,"Courageous, intelligent, loyal, calm, alert, work-focused",Brazil,,Male: 23-32; Female: 20-27,Male: 61-69; Female: 58-66,,https://cdn4.thedogapi.com/optimized/LWzaKy0nwd.jpg
580,Ratonero Murciano,Terrier,12-15,"Alert, energetic, intelligent, loyal, courageous","Murcia, Spain",,Male: 6-8; Female: 5-7,Male: 33-38; Female: 30-36,,https://cdn4.thedogapi.com/optimized/We2yW9Ke0s.jpg
207,Rat Terrier,Terrier,12-18,"Alert, intelligent, energetic, friendly, playful, loyal",United States,,4-11,25-46,,https://cdn2.thedogapi.com/images/h0vltXvfC.jpg
208,Redbone Coonhound,Hound,12-15,"Friendly, loyal, eager to please, energetic, affectionate",United States,,20-32,Male: 56-69; Female: 53-66,,https://cdn2.thedogapi.com/images/rTwAJOvf4.jpg
209,Rhodesian Ridgeback,Hound,10-12,"Loyal, intelligent, confident, independent, affectionate",Southern Africa,,Male: 36-41; Female: 29-34,Male: 64-69; Female: 61-66,,https://cdn2.thedogapi.com/images/BwojUdDKe.jpg
672,Ridgeypoo,Mixed,10-15,"Intelligent, loyal, athletic, confident, affectionate, energetic",United States,,Male: 23-41; Female: 20-34,Male: 56-69; Female: 51-66,,https://cdn2.thedogapi.com/images/HkZ57lq4m_1280.jpg
581,Rize Koyun,Working,10-13,"Protective, independent, courageous, loyal, alert","Rize Province, Turkey",,Male: 45-59; Female: 40-55,Male: 69-79; Female: 66-74,,https://cdn2.thedogapi.com/images/HJq5ke5Nm_1280.jpg
582,Romanian Mioritic Shepherd Dog,Working,12-14,"Calm, protective, independent, loyal, intelligent, courageous, devoted",Romania,,Male: 45-65; Female: 36-60,Male: 68-75; Female: 65-72,,https://cdn2.thedogapi.com/images/-c6didgTY.jpg
583,Romanian Raven Shepherd Dog,Working,10-14,"Protective, loyal, calm, courageous, intelligent, independent, devoted","Romania, Carpathian Mountains",,Male: 45-63; Female: 40-55,Male: 70-78; Female: 65-73,,https://cdn2.thedogapi.com/images/HJGzbx9Nm_1280.jpg
667,Rottle,Mixed,9-14,"Intelligent, loyal, protective, confident, affectionate, energetic",United States,,Male: 27-57; Female: 23-45,Male: 56-69; Female: 51-64,,https://cdn4.thedogapi.com/optimized/BWAnji9RWI.jpg
697,Rottsky,Mixed,10-14,"Intelligent, loyal, energetic, protective, athletic, confident",United States,,Male: 25-61; Female: 23-50,Male: 53-69; Female: 51-64,,https://cdn2.thedogapi.com/images/g8KDO0Yvd.jpg
210,Rottweiler,Working,9-10,"Confident, loyal, courageous, calm, protective, affectionate","Rottweil, Germany",,Male: 43-61; Female: 36-45,Male: 61-69; Female: 56-64,,https://cdn2.thedogapi.com/images/LMjrDDwSJ.jpg
88,Rough Collie,Herding,12-14,"Intelligent, loyal, devoted, gentle, protective, alert, athletic",Scotland,,Male: 27-34; Female: 23-30,Male: 61-66; Female: 56-61,,https://cdn2.thedogapi.com/images/V8hgHJeCp.jpg
584,Russian Spaniel,Sporting,12-14,"Energetic, friendly, intelligent, devoted, loyal",Russia,,Male: 13-16; Female: 11-14,Male: 38-43; Female: 36-41,,https://cdn2.thedogapi.com/images/rJxieg9VQ_1280.jpg
211,Russian Toy,Toy,12-14,"Alert, intelligent, loyal, playful, affectionate, energetic, outgoing",Russia,,1.4-3,20-28,,https://cdn4.thedogapi.com/optimized/2IiLxKrBkc.jpg
585,Russo-European Laika,Spitz and Primitive Types,11-15,"Alert, courageous, independent, intelligent, loyal, energetic, confident",Northern European Russia,,Male: 18-25; Female: 16-23,Male: 52-58; Female: 48-56,,https://cdn4.thedogapi.com/optimized/eEr2arSRx8.jpg
586,Ryukyu,Primitive,12-14,"Loyal, intelligent, independent, courageous, alert, energetic","Ryukyu Islands (Okinawa), Japan",,Male: 15-20; Female: 12-18,Male: 46-52; Female: 43-49,,https://cdn4.thedogapi.com/optimized/6xVVeV0NwK.jpg
587,Saarloos Wolfdog,Working,10-12,"Independent, alert, loyal, reserved, intelligent",Netherlands,,Male: 36-41; Female: 30-35,Male: 65-75; Female: 60-70,,https://cdn4.thedogapi.com/optimized/aQ4ySqmNa3.jpg
588,Sabueso Español,Hound,10-13,"Loyal, intelligent, calm, devoted, courageous","Iberian Peninsula, Spain",,Male: 23-25; Female: 20-25,Male: 52-57; Female: 48-53,,https://cdn2.thedogapi.com/images/GYC8Oeux6.jpg
650,Saint Berdoodle,Mixed,8-12,"Gentle, intelligent, friendly, loyal, affectionate, calm, protective",United States,,Male: 50-82; Female: 41-68,Male: 61-76; Female: 56-71,,https://cdn4.thedogapi.com/optimized/Wc6NOlLQ4k.jpg
212,Saint Bernard,Working,8-10,"Gentle, friendly, calm, patient, loyal, protective",Switzerland,,Male: 64-82; Female: 54-64,Male: 71-76; Female: 66-71,,https://cdn2.thedogapi.com/images/8WPhRloCS.jpg
