playlist_index,video_url,video_id,title,channel,caption,error
11,https://www.youtube.com/watch?v=8c8fbb8t298,8c8fbb8t298,[Eng sub] Is There a Reason Why My Dog Sleeps by My Head?｜Kang Hyong-wook’s Q&A,강형욱의 보듬TV,5 4 5 a 네 네 머리 쪽으로 만원은 친구들도 생명이 있어요 특히 이런 친구들은 작은 친구들 꽤 많이 보이긴 하는데 그렇다 큰 친구들 한테 없는 것은 아니에요 이런 친구들은 기본적으로 제가 봤던 친구들은 사회 또한 문제가 있었던 친구들이 좀 않았었어요 그리고 좀 더 비 줄 적이었던 친구들도 있었구요 또 하나는 긴장을 좀 많이 했던 친구들이 있었어요 그래서 이런 친구들의 특징 에는 초파 이렇게 앉아 있으면 무릎 이나 옆에 있는게 아니라 등받이 있으면 요 쪽에 있어서 저희 어깨에 다가 턱을 이렇게 개고 있는 개들도 있거든요 그런 친구들 같은 경우에도 잠자고 있을 때 머리맡에 사는 게 드라고 비슷한 시위로 조금 진 장도가 좀더 있다거나 어딘가가 좀 불편했다 거나 또 사회성이 좀 부족해 따거나 이런 친구들 하세 많이 보여줍니다 그런데 보통 일반적이 아주 평균적인 그런 게 틀을 발 쪽에 누워 있는 경우들이 많아요 이런 차이가 조금 있어요 [음악] 5 아아아 아 아 으 [음악],
12,https://www.youtube.com/watch?v=MMcuXAhhu-U,MMcuXAhhu-U,Is There a Reason Why My Dog Stops Abruptly in the Middle of a Walk? | Kang Hyung-wook's Trivia Q&A,강형욱의 보듬TV,5 4 그 어 다양한 이유가 있어요 연 님이 님의 주신 사이에요 산책할 때 잘 가던 강아지 간 갑자기 멈춰서 있는 건 왜 그러나요 어르고 달래도 가 말이 있어요 산책이 너무 좋아서 충격받은 거예요 제가 봤던 경우를 말씀드리면 줄 컨트롤을 잘 못해서 1 경우들이 많아 썼어요 보호자가 나로 앞당길 여고 하면은 당겨지는 게 두려워서 그 자리에서는 친구들이 있어요 이렇게나 들어하는 술들이 있어요 멀리가 배는 그냥 또 멀리 갈 것이고 또 가까이 오면 을 줄이 자동으로 추출해 지니까 굉장히 보장이 편할 거예요 하지만 이 줄은 c 반려견을 땅기고 있다는 걸 잊지 마셔야 되고요 이럴 경우에 관련 들이 순간 순간 딱 멈춰 서는 이유가 있어요 두 번째 이유는 보호자 님이 갖고 있는 도시에 대한 개념과 관련 들이 느끼고 있는 도시에 대한 개념이 완전 달라요 지나갔는데 옆에서 으 이제 오토바이에 지나가면 오랫동안 도시에 살았던 인간도 몰라 잖아요 4 갈려면 은 그냥 그 자리에서 멈추는 것만 들어도 다행이에요 도망가고 싶어 할 거에요 볶아 겠다고 여길 수도 있고요 아니면 좀 지켜 보고 싶어하는 마음도 있을 수 있어요 그래서 어떤 반려견 들은 사람들이 많거나 도시 뭐 복잡한 곳에 가면 을 아예 고개를 들지 않고 바닥에 냄새 맡으면서 하는 친구들이 있거든요 그러면 그때 보호자 님들의 저한테 이렇게 질문해요 왜 유리 반력 에는 그렇게 냄새만 맡고 다니죠 그게 냄새를 맡고 싶어 하는 행동일 수도 있고요 반대로 무서워서 고개를 들지 못하는 행동일 수도 있어요 그거 확인해 주셔야 되구요 마지막으로 세번째 우리 지구로부터 너무 멀리 떨어 졌다고 판단하면 반려 게 저희 상 가지 않을 수 있어요 보통 어렸을 때의 집 주변에 그 반경을 넘어가는 것 자체가 어 도전이 될 수 있잖아요 근데 반려견 들도 그래요 내가 지금부터 떨어질 수 있는 한계 까지만 가고 더 이상 안가고 환해질 있어요 됐죠 첫번째 줄 조절을 잘 못한것 두 번째 도시가 너무 복잡해서 세번째 아직 거기까지 가기는 용기가 안 날 때 다른 이유가 있을 수 있죠 분명히 하지만 간단하게 여기 세 가지로 나누어 같구요 한발짝 물러나서 돼 반려견의 행동을 관찰해 보시면 은 분명히 이유를 찾아 낼 수 있을 겁니다 [음악] 5 아 아 아 으 으,
13,https://www.youtube.com/watch?v=khMHnH_g5pM,khMHnH_g5pM,[Eng sub] Can Dogs Laugh At You?｜Kang Hyong-wook’s Q&A,강형욱의 보듬TV,5 4 으 됩니다 4 아 아 아 아 아 웃기면 강아지도 문 나요 라고 했으며 는 내라고 할 텐데 웃기면 얻나요 아 그건 함수 7 5 줘 신용 찬 님의 주인 사연 이에요 강아지도 웃기면 얻나요 1 책 중 미끄러져 넘어질 뻔 했는데 걍 아직 아 비우는 뜻일까 그 묻더라구요 이렇게 그런 듯 하구요 도 회사가 넘어지면 해보면 그렇게 한다고 애들이 그래요 이거 조영구 깜 인데 우선은 저 실천 님 어쩌면 제가 어 경험이 부족한 걸 수 있어요 빌링 얘기 개를 저는 아직까지 본 적은 없어요 전신용 이찬 님이 비우는 걸 봤다 라고 믿고 싶어요 개들은 아직 연구가 덜 되었기 때문에 얼마든지 새로운 사실들이 밝혀질 수 있어요 아직 저희가 제가 경험하지 못한 걸 수 있으니까 다시 네 번 더 넘어 좀 그리고 찍어주세요 그리고 저한테 주시면 어 너무 감사하겠습니다 나는 이런 것을 모르겠네 [음악] 으 [음악],
14,https://www.youtube.com/watch?v=GKYtC1h1UBk,GKYtC1h1UBk,Is There a Reason Why My Dog Sleeps by My Feet? | Kang Hyung-wook's Q&A,강형욱의 보듬TV,5 4 그 5 어이 이유가 있습니다 터 비 은 이미 주의사항 이에요 강아지가 달 밑에서 만 자는 이유가 있나요 뭐 있어요 만화 아니메 영화 이런 데서는 달력에 라고 이렇게 포근하게 이렇게 얼굴을 족 맞대고 이렇게 누워 있는 걸 상상 하잖아요 근데 반력 에는 기본적으로 얼굴과 얼굴에 정면으로 있거나 같은 방향으로 이제 이렇게 대치 게 능가 눈이 좀 마주친 에 또 코아 코에 끝이 뭐 비슷하게 맞닿는 이거로 와 주 싫어 하는 거에요 개들이 잘 때를 보면 얼굴을 맞대고 자는 경우는 없어요 뭐예요 한번 나중에 개 독일이 자는 모습 보시면 은 동 서 남 도 따로 따로 이렇게 엎드려서 누워 있을 겁니다 그리고 또 하나는 발 쪽에 있을 때 훨씬 더 이철 되나 2부 자리에서 이탈 함게 수 월에서 또 하나 스포츠 그룹 조금 예민한 친구들 그런 친구들이 더 발 쪽에 누워 있는 경우들이 많아요 바로는 붙지 않아요 바로 는 좌우 고안에 사이에 있는데 어디에 기대되지 않나요 너무 염려하지 마시고 염력을 전혀 아니고요 그냥 반려견 들을 보자 하고 얼굴을 맞대고 자는걸 불편해 한다 이렇게 여기 주면 됩니다 [음악],
15,https://www.youtube.com/watch?v=25_Uo7-XUlo,25_Uo7-XUlo,My Dog Touches Me When I Stop Petting it. Does My Dog Want Me to Continue? | Kang Hyung wook's Q&A,강형욱의 보듬TV,5 4 그 5 너희 군용 그럼 더 우울한 님이 주신 사인입니다 강아지 배를 쓰담쓰담 하다가 그만 하려고 손을 치우면 강아지가 자기 손으로 발톱을 세워서 최소 늘 자기 앞으로 끌어 당기는 데에 더 해달라고 하는 건가요 근거합니다 어 그럼요 상아 지들이 손 해줄게 끌었다 이걸 가지고 자기 만져달라고 하잖아요 또 아니면 자기 손에 다가 주둥이 코코 코쿤 이렇게 넣어가지고 툭툭 익혀 가지고 어 긁어 달라고 도 하고 어떤 친구는 손 딱 치고 105 해도 이런 책을 도 있거든요 내가 좋아하는 누구인가 왜 스 케이블 좋아해요 단지 우리 사람이 좋아하는 스킨쉽과 왜 들이 좋아하는 스킨쉽 이 조금 다르다 라는 건데 기본적으로 칠레 관계와 또 서로의 애착 관계가 잘 형성된 관계에서는 어딜 만져도 너무 좋아하구요 또 특히 만들 때 굉장히 좋아합니다 좋은 거니까 너무 염려 하지 마시구요 만지지 말아주세요 애정을 관리 해야 됩니다 라고 하는 사례들은 애정을 쉽게 받아서 행동에 문제가 있을 때만 말하고 요 인재가 있는 강아지들 중에는 툭 춰요 그런데 안 만지면 그럼 항 생동하는 친구들도 있거든요 용무 적인 행동이 무시된 2 그거에 대한 경우를 하는 친구도 있으니까 혹시 와서 툭 툭 쳤는데 쓰담쓰담 해 주지 않는 않았는데 왜 그럼 거리 나거나 당할 또아리 틀고 김장 한 듯이 몸을 멈췄다 안에 있다거나 그러다가 조금 있다가 혈장 만졌던 야 또 라고 하는 이런 친구가 있다면 그런 친구는 전문가 하고 상담 받아 봐야 되는 거에요 그런데 그렇지 않고 그냥 만져달라고 치구 전 끌어 땅기고 105 해주고 이런 친구들은 어순 동숭동 을 치니까 염려하지 않으셔도 됩니다 [음악] 오 아 오,
16,https://www.youtube.com/watch?v=HIDSfr7tbYc,HIDSfr7tbYc,Does my dog run around after pooping because it feels happy?｜Kang Hyong Wook’s Q&A,강형욱의 보듬TV,5 4 으 으 [음악] 아싸 라는 기운으로 막 뛰어 다녀요 이렇게 수행 님이 주신 사이에요 고리 집 강아지는 쉬를 싸고 신나게 달려 오고 온갖 싸고 엄청 신나게 달려 오는데 골 1 국회 변을 해서 기분이 좋아서 그런건가요 대변 보고 나면 캐스 한 느낌으로 정말 딱 뛰어야 하는데 버린 강아지들도 하지만 나이 먹었다고 아는 친구들은 왔거든요 근데 뭐 이런 것들이 있지 않을까요 어쩌면 도전이라고 너무 사이가 좋은 거에요 그래서 보호제 님하고 뭐 뭐 출 내 작게 같은 그런 놀이를 1차 하고 있는데 냉각을 쓸 때의 표정 아시죠 그 오묘한 표정 뭔가 운 통 집중하고 있는 그죠 그러다가 줘 정말 고가 딱 들킨 듯한 그 표정 우리 이따가 보호자가 초조하게 젖 바라보는데 뭔가를 꽤 짜 맞아 예 모르겠다고 도망가는 뭐 그런 느낌을 수 있어요 어쩌면 저 대구 징 강아지들이 선생들도 아냐구요 것은 패인 임 음은 강아지 하고 사이가 친하다고 해야될까요 싶어 쓰고 강아지 하고 서서 넘는다 이 의상은 말이긴 한데 좀 서술 어느새 였어 반려견이 아싸 하면서 인가를 쌓는 게 아닐까 이제 소변은 제가 그런 경우도 많이 봤거든요 은괴 하지 않을까 싶은데 한번 유심히 보시고 뭐 제가 생각했던 은 그 이 질문 자체가 굉장히 화목한 집에서나 할 수 있는 질문이라고 느껴져서 넣어 아주 기분이 좋습니다 행복하세요 [음악] no,
17,https://www.youtube.com/watch?v=SeUxfBxT4NA,SeUxfBxT4NA,Is there a scent that dogs are scared of?｜Kang Hyong Wook’s Q&A,강형욱의 보듬TV,5 4 으 됩니다 5 아 아 무서워하는 냄새 솔직히 잘 모르겠습니다 썰린 이 주신 사이에요 양하 지들이 무서워하는 냄새가 있나요 편 채 가다가 갑자기 냄새를 맡더니 꼬리를 말고 집으로 간 적이 종종 있어요 분명히 있는것을 같아요 그런데 그 냄새가 주는 고 얌 혐오감 그래서 그런건지 아니면 은 깜짝 놀랄 만한 사연이 있는 냄새 인지 이것은 제가 정확히는 모르겠어요 제 경험에 의하면 좀 찌르는 듯한 세정제 중에 굉장히 기록하거나 아니면 특별히 많이 무라고 희석해 써야 되는 그런 제품들을 냄새를 마스트 맡을 때 우리 사람처럼 막 크흐흐 이런 것도 본 적이 있어요 아니면 멀리서도 버섯 그대는 생기고 그 중 최악이 않는 경우들도 봤거든요 제가 예전에 뭘봐 냐 면 수영장 물을 녹조가 생기지 않게 하는 이렇게 돼 똥그란 그 있어요 그거를 이렇게 열었는데 개들이 우리 애들이 그냥 싹 했어요 그런 이거 있는걸 혹시 후각에 대한 전문가 분이 계시면 댓글 남겨주시면 좋겠습니다 우리 설리 님이 궁금해 하고 계십니다 [음악] peer-to-peer 으,
18,https://www.youtube.com/watch?v=YdiiFX1T8ZY,YdiiFX1T8ZY,"If I provide a foster home and find a new home for a stray dog,｜Kang Hyong Wook’s Q&A",강형욱의 보듬TV,5 4 으 됩니다 5 아 꼼 오해가 있는 것 같아요 오오오 김윤아 님이 주신 사이에 요물 거고요 질문이 있습니다 유기견 아가를 임시 고 하다가 좋은 주인을 찾아서 입양을 보낼 때 요 아이가 또 버렸구나 라고 생각하지는 않을 까요 또 제가 상처를 주게 되는 건 아닐까요 저는 이렇게 생각을 해요 그럼에도 좋은 곳이 탐내는 보내 줘야 된다고 생각해요 어떤 분들은 그 과정이 길어서 위 15도 안하시는 분들이 계시거든요 그런데 그렇지 않아요 모든 헤어짐은 다 두려운 것 같아요 우선 것 같아요 그죠 균이 같은 경우에도 자기랑 잘 놀아 주던 사랑하고 떨어질 때 수퍼 해요 근데 그거 때문에 그 잘 놀아주는 좋은 사랑하고 만남을 제가 방해하지는 않거든요 모든 과정 안에는 얼마든지 읽을 수 있어요 도운 영원한 보호자를 찾는 과정 중에 여러분들을 만난다는 것 어쩌면 은 굉장히 행운 같은 길이에요 여러분 이런 생각하시는 것 자체가 너무 감사한 일 이거든요 바닥에 위하는 생각이니까 하지만 이 생각으로 인해서 임시 볼을 뭐 주제 한다거나 환경에 맞지 않게 많이 키우는 상황이 없었으면 좋겠어요 그게 훨씬 훨씬 불행한 얘기에요 그렇죠 [음악] 아,
19,https://www.youtube.com/watch?v=C1Sgchr2Fas,C1Sgchr2Fas,"My dog gets scared of its own fart, does it not know it's theirs??｜Kang Hyong Wook’s Q&A",강형욱의 보듬TV,5 4 4 [음악] 그리스 데요 그 펭귄 추 님이 주신 사회입니다 강아지들은 자기가 방비를 퀸은 걸 아나요 자기가 껴 놓고 놀라면서 째려 보던데 제가 퀸 건 줄 아는 걸까요 자기가 알던 되요 여러분도 숨기고 싶은 방법은 데 크게 나면 올라가나요 아니면 뭐 숨기고 싶었는데 냄새가 있게 됩니다 개들도 아야 줘 어 사이가 하는 것을 알 건데 나도 모르게 나오는 광고를 좀 놀라는 것은 이제 않을꺼라 행각이 좀 듭니다 행 윈 7 너무 져 예 염려 하지 마시구요 그래 같이 잘 키시면 됩니다 예 괜찮습니다 4 우리 제 강아지는 반기 끼는 것을 알 수도 있다 예 으 으 [음악],
20,https://www.youtube.com/watch?v=kYUGSfyo2mI,kYUGSfyo2mI,"When your dog is panting, can you tell if he/she's laughing or stressed? ｜Kang Hyong Wook’s Q&A",강형욱의 보듬TV,5 4 그 어플리 할 수 있죠 4 김아현 님이 주신 산입니다 강아지가 털을 내밀고 헥헥 대는 게 기분이 좋아서 그렇다는 말도 있고 스트레스를 받아서 그렇다는 말도 있는데 따로 9분할 수 있는 방법이 있을까요 호흡에 따라서 감정을 한번 표현할 수 있는데 편안한 강아지들을 호흡의 횟수가 말해 달라 보일 거예요 그냥 이 이거 하고 또 속도가 빠른 거 있죠 뭐 어떤 친구들은 100회 이상 1분에 그럴 경우에는 강아지가 흥분되 따라 고 생각하면 되구요 만약에 해태 꺼리며 섰던 다면 뭐좀 고개가 흔드는데 걸리다 든지 뭐 전후좌우로 이렇게 흔들흔들 버린다면 훨씬 더 국에 스트레스를 많이 받아 오고 놀라는 거 일 수 있어요 헥헥 꺼린다는 건 무언가에 집중하고 있다 라고 하는 모습이 좀 강해서 아마 다른 나라 지를 보고 해 꺼린다는 지 아니면 이 퀴어 가는 아이들을 보고 생각했거든요 그럴 수 있거든요 그거 말고도 아마 다양한 행동들이 있을 거에요 흥분된 강아지라면 은 점프 2 많이 할 수 있고요 아니면 뱅글뱅글 돌 수도 있구요 또 편안한 강아지라면 이렇게 편안한 강아지라면 은 고기 움직임도 아주 느슨하고 평화롭고 걸음걸이도 아주 편안 할 수 있겠죠 담아 이거는 코베 어떤 횟수보다 눈으로 보여지는 다른 행동들이 훨씬 더 잘 보일 겁니다 그런데 몸을 담아 놓으면 핵이 만 것입니다 아주 심한 호흡을 한다 그러면 있고 병원에 가 보십시오 뭔가 이상이 있을수도 있으니까 꼭 어 1 강아지를 잘하는 오랫동안 우리 강아지를 가 보시던 수의사 님하고 상담하시면 은 아마 좋은 상담해 주실 수 있을 겁니다 [음악],
21,https://www.youtube.com/watch?v=VYOXggvZSHI,VYOXggvZSHI,[Eng sub]Do dogs get sick and tired of nose work? ｜Kang Hyong Wook’s Q&A,강형욱의 보듬TV,5 4 그 4 [음악] 아 구조 큰 진리가 힘든데 한번쯤 읽어 볼게요 진주님 진 주님이 주신 삶입니다 강아지들이 노 저그를 계속하면 진리 나요 여기서 노스 워크는 간단해요 왜 코 활동 이에요 걔들이 이게 냄새 맡는 거 있죠 이렇게 뭐 뭘 찾던 아니면 뭐 좋은 냄새가 나다 온 냄새 만약 활동 자체를 노소 크 노 적극 누리 여러가지로 표현 하는데 그런 생각은 두 가지로 좀 설명을 드릴게요 하나는 냄새 맡는 행위는 질릴 수가 없어요 우리도 아침에 일어났는데 언어 어제는 너무 많이 떠서 지는 안 뜬 내 오냐 이 좀 붕 그는 하잖아요 이럴 수 있겠다 너 피곤해서 맛 좀 더 잘 내어 1 눈도 안 떨어져 이룰 수 있겠다 그저 넣어 서클을 하는 것 자체는 너무 자연스럽고 당연히 해야 되는 거기 때문에 진리가 힘들어요 그런데 어쩌면 그런걸 수도 있어요 요즘에 좀 상용화 된 노조 칼 수 있는 장비들이 좀 있잖아요 좀 하다보면 야 질려 하기도 해요 이게 이게 질리는 게 아니라 배가 불러 살릴 수 있어요 밴을 이게 한정적 이니까 많이 먹으면 그 냄새 막후 싶어하는 a 라고 하는 관 간식을 찾고자 하는 동기가 떨어질 수 있잖아요 그래서 그렇거든요 그러니까 너무 염려 하지 마시구요 않으신 주님의 강아지는 지금 배가 불러서 그렇다 라고 생각할 수도 있고요 또 이건 애 쓸 수 있어요 긴장을 우씨 1 강아지들이 넣어줘 q 코 활동을 안 할 수도 있거든요 왜냐하면 긴장을 하게 되면 코를 활성화 하기 보다 눈물 더 활성화하여 긴장하고 무서우니까 아니 여기까지 왔는데 냄새맡고 파악하기도 전에 이렇게 때려 버리면 은 클린 나니까 거에서 또 미드 먼저 확인하고 괜찮은가 하면은 그 때 가까이 가서 좀 더 정밀하게 냄새로 상대를 파악하는 거에요 그래서 한번 우리 보존 님 여러방면으로 한번 확인해 보시구요 아니고 잃을 수도 있잖아요 호전 이미 딴 센시 가 노조를 시킨거 양식을 계속 부려서 근데 3 시간이 지나니깐 오조크 안에 질려 미 야 이거 놈 4 에 질리지 며 낳고 활동 자체를 진리일 수는 없습니다 [음악] tel [음악],
22,https://www.youtube.com/watch?v=LWbQxLKdodQ,LWbQxLKdodQ,Can effort change my dog's favorites?｜Kang Hyong Wook’s Q&A,강형욱의 보듬TV,5 4 으 4 5 [음악] 어 아 5 그럴수 가 있을까 한번 썼던 여쭤볼게요 9명 님이 주신 사인입니다 노력으로 애정 순위를 바꿀 수 있나요 년 개월 포메라이언 을 키우고 있는데 5개월이 면은 얘기죠 가족 중 좋아하는 순위가 너무 며 합니다 교사 원하는데 노력으로 애정선 이를 뒤집을 수 있나요 할리 가족적 예정 순서를 바꾼다 구요 다섯명의 가족이 있잖아요 근데 그 중에서도 순위를 정하는 건 아니지만 제일 좋아하는 사람이 있어요 판 사람 어떻게 친해지고 애정이 쌓게 되면 은 나머지 내 사람하고 사회가 안정도 아니에요 다 좋아요 다들 너무 좋아하고 꾸 도 하고 같이 산책도 하는 것도 좋아하고 앞쪽 도 좋아하고 하지만 특별한 뭔가를 1 사랑받고 있는 거에요 이것을 바꾼다 라는 걸 좀 어려울수 있어요 한번 3 색도 많이 해 보시구요 이뻐도 많이 해 줘 보세요 그런데 이건 있어요 중 보호자가 해야되는 3가지가 있는데요 다섯 명 중에 제일 좋아한 이준 보호자는 산책을 매일 해요 그리고 그 사람이 밥을 주고 예절을 가르쳐줘요 이 세가지를 하는 사람이 주 보자 라고 하거든요 2 주보 자가 해야 된 역할을 나누어서 하는 경우들이 있더라구요 탐색은 남편이 좋은 뭐 엄마가 교육은 동생의 이럴 경우에 반력 이르게 깔려 하는 경우들이 있어요 그래서 어쩌면 은 우리 무명 님이 그칠 추하고 계시는 첫번째 보호자인 이미 어쩌면 은 이거를 지금 하고 계시는 보호자 님이 실수 있거든요 그래서 이 세가지를 하시면 바뀔수도 있겠지만 템에 라이언 들은 꽤 의리가 있는 친구들이 와서 좀 바꿀 지는 모르겠네요 야채는 한번 노력해 보려고 할 수도 없고 언니 뭐 이렇게 쫒아 하세요 안녕하세요 예 그럴 수 있어요 아니 남희 난희 옆집 아저씨가 난 수동 소외되는 것들이고 내가족 아뇨 [음악] [박수] [음악] 에 살겠다 [음악],
